timestamp,edits_count,unique_editors,new_editors,mean_edit_size,revert_rate,bot_edit_share,hidden_user_share,editor_churn,z_edits_count,z_unique_editors,z_new_editors,z_mean_edit_size,z_revert_rate,z_editor_churn,is_baseline
2022-04-15 00:00:00+00:00,33.0,6.0,6.0,1128.969696969697,0.0,0.0,0.0,1.0,5.174707198652927,2.757793000771386,5.290015816203908,2.7240057080684448,-0.23560148255032973,3.1622239704244723,True
2022-04-16 00:00:00+00:00,5.0,3.0,2.0,114.25,0.0,0.2,0.0,0.6666666666666666,0.5584866712800676,1.2081637209587797,1.5771152433353073,0.07946168389533066,-0.23560148255032973,1.9802696689298633,True
2022-04-17 00:00:00+00:00,13.0,3.0,2.0,182.30769230769232,0.0,0.0,0.0,0.6666666666666666,1.877406821958027,1.2081637209587797,1.5771152433353073,0.2568324041334489,-0.23560148255032973,1.9802696689298633,True
2022-04-18 00:00:00+00:00,6.0,3.0,1.0,183.83333333333331,0.0,0.0,0.0,0.3333333333333333,0.7233516901148125,1.2081637209587797,0.6488901001181572,0.26080850203461414,-0.23560148255032973,0.798315367435254,True
2022-04-19 00:00:00+00:00,6.0,3.0,2.0,648.0,0.0,0.0,0.0,0.6666666666666666,0.7233516901148125,1.2081637209587797,1.5771152433353073,1.470511229023607,-0.23560148255032973,1.9802696689298633,True
2022-04-20 00:00:00+00:00,10.0,5.0,4.0,438.9,0.0,0.0,0.0,0.8,1.3828117654537924,2.2412499075005172,3.4335655297696075,0.9255586109696068,-0.23560148255032973,2.453051389527707,True
2022-04-21 00:00:00+00:00,36.0,7.0,5.0,226.33333333333331,0.0,0.0,0.0,0.7142857142857143,5.669302255157161,3.274336094042255,4.361790672986758,0.37157122928136216,-0.23560148255032973,2.1491202834290934,True
2022-04-22 00:00:00+00:00,33.0,21.0,17.0,488.1212121212121,0.1515151515151515,0.0,0.0,0.8095238095238095,5.174707198652927,10.505939399834418,15.500492391592557,1.0538380390386928,0.9057021319035984,2.486821512427553,True
2022-04-23 00:00:00+00:00,7.0,6.0,5.0,10.142857142857142,0.0,0.0,0.0,0.8333333333333334,0.8882167089495575,2.757793000771386,4.361790672986758,-0.19186045889817394,-0.23560148255032973,2.5712468196771683,True
2022-04-24 00:00:00+00:00,5.0,4.0,1.0,198.0,0.0,0.0,0.0,0.25,0.5584866712800676,1.7247068142296484,0.6488901001181572,0.2977294111168635,-0.23560148255032973,0.5028267920616017,True
2022-04-25 00:00:00+00:00,12.0,11.0,5.0,319.0,0.0833333333333333,0.0,0.0,0.4545454545454545,1.7125418031232822,5.340508467125729,4.361790672986758,0.613077411042899,0.3921155053993306,1.2281169316151117,True
2022-04-26 00:00:00+00:00,5.0,5.0,4.0,149.8,0.0,0.0,0.0,0.8,0.5584866712800676,2.2412499075005172,3.4335655297696075,0.17211144750996343,-0.23560148255032973,2.453051389527707,True
2022-04-27 00:00:00+00:00,5.0,3.0,0.0,1669.2,0.0,0.0,0.0,0.0,0.5584866712800676,1.2081637209587797,-0.2793350430989928,4.131944101126645,-0.23560148255032973,-0.3836389340593552,True
2022-04-28 00:00:00+00:00,16.0,8.0,3.0,637.8571428571429,0.0,0.125,0.0,0.375,2.372001878462262,3.7908791873131236,2.5053403865524575,1.4440770991596774,-0.23560148255032973,0.9460596551220802,True
2022-04-29 00:00:00+00:00,17.0,12.0,6.0,252.4705882352941,0.0,0.0,0.0,0.5,2.536866897297007,5.857051560396598,5.290015816203908,0.4396896677680588,-0.23560148255032973,1.3892925181825588,True
2022-04-30 00:00:00+00:00,20.0,17.0,16.0,64.05263157894737,0.05,0.05,0.0,0.9411764705882352,3.031461953801242,8.439767026750943,14.57226724837541,-0.05136178497350639,0.14102871021946667,2.9536437995724825,True
2022-05-01 00:00:00+00:00,27.0,11.0,10.0,130.14814814814815,0.5925925925925926,0.0,0.0,0.9090909090909092,4.185517085644457,5.340508467125729,9.002916389072508,0.12089514853207715,4.2281637650917006,2.8398727972895794,True
